Claim_ID,Customer_ID,Vehicle_ID,Claim_Amount,Claim_Date,Claim_Type
39726,176969,176969,10000,2026-01-12,2
39727,565357,565357,10000,2026-01-30,2
39728,984161,984161,10000,2026-02-03,2
39729,241864,241864,10000,2026-01-12,2
39730,504111,504111,10000,2026-01-13,2
39731,591241,591241,10000,2026-01-23,2
39732,314839,314839,10000,2026-01-19,2
39733,613439,613439,10000,2026-01-26,2
39734,926548,926548,10000,2026-02-24,2
39735,809066,809066,10000,2026-01-14,2
39736,518497,518497,10000,2026-01-15,2
39737,340704,340704,10000,2026-01-13,2
39738,831167,831167,10000,2026-02-27,2
39739,740359,740359,10000,2026-01-30,2
39740,673084,673084,10000,2026-02-04,2
39741,889637,889637,10000,2026-01-04,2
39742,131210,131210,10000,2026-01-04,2
39743,82537,82537,10000,2026-01-15,2
39744,934793,934793,10000,2026-02-13,2
39745,139256,139256,10000,2026-02-10,2
39746,310503,310503,10000,2026-01-06,2
39747,729173,729173,10000,2026-02-15,2
39748,204197,204197,10000,2026-02-20,2
39749,582677,582677,10000,2026-02-06,2
39750,210607,210607,10000,2026-01-05,2
39751,368120,368120,10000,2026-02-10,2
39752,85292,85292,10000,2026-01-05,2
39753,784191,784191,10000,2026-01-28,2
39754,775678,775678,10000,2026-01-28,2
39755,778083,778083,10000,2026-01-25,2
39756,998410,998410,10000,2026-01-31,2
39757,924132,924132,10000,2026-01-30,2
39758,299388,299388,10000,2026-01-16,2
39759,349683,349683,10000,2026-02-16,2
39760,169378,169378,10000,2026-02-16,2
39761,501508,501508,10000,2026-01-07,2
39762,627153,627153,10000,2026-02-16,2
39763,142485,142485,10000,2026-01-30,2
39764,523073,523073,10000,2026-01-18,2
39765,80379,80379,10000,2026-02-18,2
39766,291156,291156,10000,2026-02-02,2
39767,694734,694734,10000,2026-01-23,2
39768,708687,708687,10000,2026-01-08,2
39769,345434,345434,10000,2026-01-11,2
39770,433878,433878,10000,2026-01-27,2
39771,369109,369109,10000,2026-02-04,2
39772,970358,970358,10000,2026-02-25,2
39773,634690,634690,10000,2026-02-20,2
39774,370515,370515,10000,2026-01-19,2
39775,692704,692704,10000,2026-02-01,2
39776,93880,93880,10000,2026-02-08,2
39777,861770,861770,10000,2026-02-13,2
39778,170268,170268,10000,2026-02-04,2
39779,217733,217733,10000,2026-01-21,2
39780,615699,615699,10000,2026-01-26,2
39781,618912,618912,10000,2026-02-03,2
39782,869498,869498,10000,2026-01-30,2
39783,675365,675365,10000,2026-01-04,2
39784,794959,794959,10000,2026-01-13,2
39785,346620,346620,10000,2026-02-08,2
39786,431542,431542,10000,2026-02-14,2
39787,917653,917653,10000,2026-02-03,2
39788,756266,756266,10000,2026-01-24,2
39789,298917,298917,10000,2026-01-23,2
39790,387259,387259,10000,2026-02-26,2
39791,772642,772642,10000,2026-02-16,2
39792,970926,970926,10000,2026-02-13,2
39793,247961,247961,10000,2026-02-28,2
39794,619378,619378,10000,2026-02-25,2
39795,698032,698032,10000,2026-02-15,2
39796,119166,119166,10000,2026-02-12,2
39797,162360,162360,10000,2026-02-17,2
39798,476037,476037,10000,2026-01-24,2
39799,347687,347687,10000,2026-02-07,2
39800,141030,141030,10000,2026-01-18,2
39801,908242,908242,10000,2026-02-19,2
39802,984439,984439,10000,2026-01-08,2
39803,175855,175855,10000,2026-02-02,2
39804,636055,636055,10000,2026-01-16,2
39805,332364,332364,10000,2026-02-13,2
39806,799194,799194,10000,2026-01-20,2
39807,909789,909789,10000,2026-01-16,2
39808,934633,934633,10000,2026-01-09,2
39809,184379,184379,10000,2026-02-21,2
39810,440115,440115,10000,2026-01-16,2
39811,352053,352053,10000,2026-02-23,2
39812,614962,614962,10000,2026-02-08,2
39813,275596,275596,10000,2026-01-02,2
39814,855555,855555,10000,2026-01-30,2
39815,138054,138054,10000,2026-02-13,2
39816,17018,17018,10000,2026-01-20,2
39817,661511,661511,10000,2026-02-12,2
39818,76898,76898,10000,2026-02-06,2
39819,734176,734176,10000,2026-01-28,2
39820,697415,697415,10000,2026-01-05,2
39821,53697,53697,10000,2026-02-21,2
39822,734924,734924,10000,2026-02-13,2
39823,347555,347555,10000,2026-02-14,2
39824,84626,84626,10000,2026-01-09,2
39825,61945,61945,10000,2026-01-26,2
39826,566747,566747,10000,2026-01-28,2
39827,442448,442448,10000,2026-01-11,2
39828,737828,737828,10000,2026-02-06,2
39829,183927,183927,10000,2026-02-10,2
39830,726013,726013,10000,2026-02-25,2
39831,113646,113646,10000,2026-01-10,2
39832,532001,532001,10000,2026-01-01,2
39833,545321,545321,10000,2026-01-03,2
39834,608413,608413,10000,2026-02-27,2
39835,41693,41693,10000,2026-01-13,2
39836,661989,661989,10000,2026-01-26,2
39837,2472,2472,10000,2026-01-11,2
39838,381701,381701,10000,2026-01-05,2
39839,760183,760183,10000,2026-02-27,2
39840,117030,117030,10000,2026-02-19,2
39841,899712,899712,10000,2026-02-17,2
39842,848551,848551,10000,2026-01-06,2
39843,116546,116546,10000,2026-01-26,2
39844,638910,638910,10000,2026-01-12,2
39845,184900,184900,10000,2026-02-03,2
39846,596100,596100,10000,2026-02-17,2
39847,319926,319926,10000,2026-02-13,2
39848,360154,360154,10000,2026-02-28,2
39849,706182,706182,10000,2026-02-07,2
39850,688880,688880,10000,2026-01-23,2
39851,444869,444869,10000,2026-02-05,2
39852,395737,395737,10000,2026-02-28,2
39853,718091,718091,10000,2026-01-22,2
39854,514132,514132,10000,2026-02-04,2
39855,499824,499824,10000,2026-01-01,2
39856,868339,868339,10000,2026-02-19,2
39857,611064,611064,10000,2026-01-07,2
39858,608662,608662,10000,2026-01-30,2
39859,925,925,10000,2026-01-30,2
39860,773574,773574,10000,2026-02-14,2
39861,521153,521153,10000,2026-02-26,2
39862,822503,822503,10000,2026-02-18,2
39863,439034,439034,10000,2026-01-25,2
39864,951967,951967,10000,2026-02-17,2
39865,886390,886390,10000,2026-02-01,2
39866,621345,621345,10000,2026-01-21,2
39867,310257,310257,10000,2026-02-20,2
39868,509420,509420,10000,2026-02-15,2
39869,751348,751348,10000,2026-01-17,2
39870,127166,127166,10000,2026-02-15,2
39871,366083,366083,10000,2026-01-22,2
39872,98999,98999,10000,2026-02-28,2
39873,185396,185396,10000,2026-01-22,2
39874,923583,923583,10000,2026-01-04,2
39875,909058,909058,10000,2026-01-03,2
39876,123731,123731,10000,2026-01-30,2
39877,949383,949383,10000,2026-02-09,2
39878,339866,339866,10000,2026-02-21,2
39879,12233,12233,10000,2026-02-22,2
39880,204533,204533,10000,2026-02-04,2
39881,782106,782106,10000,2026-02-11,2
39882,404796,404796,10000,2026-02-25,2
39883,510310,510310,10000,2026-02-06,2
39884,655072,655072,10000,2026-02-09,2
39885,984721,984721,10000,2026-01-25,2
39886,840770,840770,10000,2026-02-08,2
39887,357474,357474,10000,2026-02-24,2
39888,767840,767840,10000,2026-02-10,2
39889,10452,10452,10000,2026-01-24,2
39890,977899,977899,10000,2026-02-10,2
39891,58778,58778,10000,2026-01-03,2
39892,577640,577640,10000,2026-01-05,2
39893,79154,79154,10000,2026-01-03,2
39894,876579,876579,10000,2026-02-20,2
39895,176454,176454,10000,2026-01-21,2
39896,531977,531977,10000,2026-01-13,2
39897,111402,111402,10000,2026-01-29,2
39898,969287,969287,10000,2026-02-27,2
39899,506666,506666,10000,2026-01-30,2
39900,333963,333963,10000,2026-02-27,2
39901,826063,826063,10000,2026-02-21,2
39902,364104,364104,10000,2026-01-06,2
39903,679719,679719,10000,2026-01-01,2
39904,944478,944478,10000,2026-01-08,2
39905,851201,851201,10000,2026-02-09,2
39906,622554,622554,10000,2026-01-12,2
39907,658262,658262,10000,2026-02-05,2
39908,403764,403764,10000,2026-02-19,2
39909,164375,164375,10000,2026-02-13,2
39910,560620,560620,10000,2026-02-22,2
39911,288640,288640,10000,2026-01-24,2
39912,240793,240793,10000,2026-02-21,2
39913,78791,78791,10000,2026-02-26,2
39914,942680,942680,10000,2026-02-22,2
39915,634773,634773,10000,2026-01-31,2
39916,503625,503625,10000,2026-01-10,2
39917,553819,553819,10000,2026-02-03,2
39918,983760,983760,10000,2026-02-17,2
39919,137008,137008,10000,2026-01-19,2
39920,135898,135898,10000,2026-02-19,2
39921,347396,347396,10000,2026-01-11,2
39922,937264,937264,10000,2026-01-22,2
39923,20545,20545,10000,2026-02-02,2
39924,745014,745014,10000,2026-02-11,2
39925,860642,860642,10000,2026-01-06,2
39926,999111,999111,10000,2026-02-02,2
39927,565253,565253,10000,2026-02-19,2
39928,866647,866647,10000,2026-01-25,2
39929,124485,124485,10000,2026-01-09,2
39930,148168,148168,10000,2026-02-19,2
39931,277206,277206,10000,2026-02-03,2
39932,979817,979817,10000,2026-01-12,2
39933,462393,462393,10000,2026-02-10,2
39934,495244,495244,10000,2026-02-27,2
39935,13206,13206,10000,2026-02-23,2
39936,23174,23174,10000,2026-02-14,2
39937,825161,825161,10000,2026-01-05,2
39938,452834,452834,10000,2026-01-17,2
39939,78565,78565,10000,2026-01-18,2
39940,864484,864484,10000,2026-01-09,2
39941,361521,361521,10000,2026-01-05,2
39942,182895,182895,10000,2026-01-31,2
39943,707977,707977,10000,2026-02-18,2
39944,789445,789445,10000,2026-02-21,2
39945,942843,942843,10000,2026-01-12,2
39946,526271,526271,10000,2026-01-15,2
39947,890437,890437,10000,2026-01-26,2
39948,593929,593929,10000,2026-01-24,2
39949,197961,197961,10000,2026-01-02,2
39950,499903,499903,10000,2026-02-27,2
39951,13105,13105,10000,2026-02-27,2
39952,377332,377332,10000,2026-02-18,2
39953,202305,202305,10000,2026-02-24,2
39954,885213,885213,10000,2026-02-26,2
39955,930249,930249,10000,2026-02-24,2
39956,696439,696439,10000,2026-02-06,2
39957,267076,267076,10000,2026-02-20,2
39958,400194,400194,10000,2026-01-01,2
39959,754938,754938,10000,2026-01-25,2
39960,541110,541110,10000,2026-01-04,2
39961,498388,498388,10000,2026-01-28,2
39962,761556,761556,10000,2026-01-12,2
39963,254872,254872,10000,2026-01-07,2
39964,279148,279148,10000,2026-02-24,2
39965,181337,181337,10000,2026-02-06,2
39966,228142,228142,10000,2026-01-22,2
39967,505490,505490,10000,2026-02-12,2
39968,591671,591671,10000,2026-02-19,2
39969,436226,436226,10000,2026-01-05,2
39970,22355,22355,10000,2026-02-14,2
39971,781345,781345,10000,2026-02-27,2
39972,961135,961135,10000,2026-02-23,2
39973,778033,778033,10000,2026-02-28,2
39974,315691,315691,10000,2026-01-29,2
39975,320895,320895,10000,2026-02-04,2
39976,158672,158672,10000,2026-01-08,2
39977,856965,856965,10000,2026-01-06,2
39978,155600,155600,10000,2026-01-30,2
39979,775950,775950,10000,2026-01-08,2
39980,580241,580241,10000,2026-01-20,2
39981,190910,190910,10000,2026-01-23,2
39982,227102,227102,10000,2026-02-11,2
39983,67274,67274,10000,2026-02-10,2
39984,806553,806553,10000,2026-01-10,2
39985,532019,532019,10000,2026-02-20,2
39986,13941,13941,10000,2026-02-12,2
39987,379052,379052,10000,2026-01-02,2
39988,647708,647708,10000,2026-02-16,2
39989,800660,800660,10000,2026-02-20,2
39990,239248,239248,10000,2026-02-13,2
39991,305740,305740,10000,2026-02-08,2
39992,591633,591633,10000,2026-02-24,2
39993,204518,204518,10000,2026-02-23,2
39994,956440,956440,10000,2026-01-16,2
39995,9128,9128,10000,2026-01-03,2
39996,416608,416608,10000,2026-01-23,2
39997,140382,140382,10000,2026-01-18,2
39998,450913,450913,10000,2026-02-22,2
39999,330411,330411,10000,2026-01-14,2
40000,794902,794902,10000,2026-01-06,2
40001,31870,31870,10000,2026-01-05,2
40002,28828,28828,10000,2026-02-12,2
40003,369518,369518,10000,2026-02-20,2
40004,251773,251773,10000,2026-02-06,2
40005,235331,235331,10000,2026-01-30,2
40006,821024,821024,10000,2026-02-05,2
40007,563994,563994,10000,2026-01-14,2
40008,13093,13093,10000,2026-02-13,2
40009,952828,952828,10000,2026-01-04,2
40010,327674,327674,10000,2026-01-19,2
40011,864054,864054,10000,2026-01-03,2
40012,801028,801028,10000,2026-02-05,2
40013,638828,638828,10000,2026-02-28,2
40014,372091,372091,10000,2026-02-06,2
40015,13352,13352,10000,2026-01-31,2
40016,47366,47366,10000,2026-01-22,2
40017,966003,966003,10000,2026-02-03,2
40018,876129,876129,10000,2026-02-06,2
40019,877958,877958,10000,2026-01-15,2
40020,844778,844778,10000,2026-01-17,2
40021,582336,582336,10000,2026-02-19,2
40022,187861,187861,10000,2026-02-21,2
40023,33200,33200,10000,2026-01-29,2
40024,722550,722550,10000,2026-01-11,2
40025,376933,376933,10000,2026-02-10,2
40026,114496,114496,10000,2026-02-21,2
40027,923031,923031,10000,2026-01-03,2
40028,332122,332122,10000,2026-01-21,2
40029,933813,933813,10000,2026-01-15,2
40030,599650,599650,10000,2026-01-01,2
40031,617007,617007,10000,2026-02-22,2
40032,498302,498302,10000,2026-01-23,2
40033,110567,110567,10000,2026-02-01,2
40034,15326,15326,10000,2026-02-24,2
40035,808252,808252,10000,2026-02-20,2
40036,44648,44648,10000,2026-02-28,2
40037,265605,265605,10000,2026-01-21,2
40038,868518,868518,10000,2026-01-10,2
40039,831126,831126,10000,2026-01-31,2
40040,802539,802539,10000,2026-01-29,2
40041,482539,482539,10000,2026-02-02,2
40042,163638,163638,10000,2026-02-01,2
40043,175772,175772,10000,2026-02-23,2
40044,858631,858631,10000,2026-02-03,2
40045,618258,618258,10000,2026-02-02,2
40046,493037,493037,10000,2026-02-09,2
40047,702018,702018,10000,2026-02-20,2
40048,962195,962195,10000,2026-02-28,2
40049,525472,525472,10000,2026-02-19,2
40050,974829,974829,10000,2026-01-13,2
40051,90643,90643,10000,2026-01-13,2
40052,62368,62368,10000,2026-01-16,2
40053,819294,819294,10000,2026-01-12,2
40054,403246,403246,10000,2026-01-09,2
40055,693764,693764,10000,2026-02-22,2
40056,579489,579489,10000,2026-02-01,2
40057,531330,531330,10000,2026-01-07,2
40058,894046,894046,10000,2026-02-21,2
40059,269996,269996,10000,2026-02-06,2
40060,627036,627036,10000,2026-02-16,2
40061,479190,479190,10000,2026-01-31,2
40062,411496,411496,10000,2026-02-17,2
40063,139356,139356,10000,2026-02-23,2
40064,949642,949642,10000,2026-01-02,2
40065,188769,188769,10000,2026-02-02,2
40066,10572,10572,10000,2026-01-27,2
40067,42765,42765,10000,2026-02-06,2
40068,343497,343497,10000,2026-02-22,2
40069,965061,965061,10000,2026-02-10,2
40070,19867,19867,10000,2026-01-04,2
40071,14231,14231,10000,2026-01-19,2
40072,352199,352199,10000,2026-02-23,2
40073,341230,341230,10000,2026-02-02,2
40074,555028,555028,10000,2026-02-09,2
40075,229768,229768,10000,2026-01-05,2
40076,737701,737701,10000,2026-01-06,2
40077,254074,254074,10000,2026-01-19,2
40078,641105,641105,10000,2026-02-19,2
40079,148398,148398,10000,2026-01-24,2
40080,604289,604289,10000,2026-02-27,2
40081,502522,502522,10000,2026-02-07,2
40082,317477,317477,10000,2026-02-13,2
40083,6058,6058,10000,2026-02-17,2
40084,370076,370076,10000,2026-01-05,2
40085,214607,214607,10000,2026-02-04,2
40086,395957,395957,10000,2026-02-18,2
40087,125072,125072,10000,2026-01-27,2
40088,409571,409571,10000,2026-01-25,2
40089,683659,683659,10000,2026-02-19,2
40090,430707,430707,10000,2026-01-14,2
40091,51594,51594,10000,2026-02-24,2
40092,831204,831204,10000,2026-02-26,2
40093,403221,403221,10000,2026-02-06,2
40094,643519,643519,10000,2026-01-04,2
40095,886957,886957,10000,2026-01-04,2
40096,8592,8592,10000,2026-01-18,2
40097,414120,414120,10000,2026-02-06,2
40098,794699,794699,10000,2026-01-17,2
40099,351491,351491,10000,2026-01-25,2
40100,667579,667579,10000,2026-02-09,2
40101,657278,657278,10000,2026-01-16,2
40102,186477,186477,10000,2026-02-26,2
40103,334921,334921,10000,2026-01-22,2
40104,135665,135665,10000,2026-02-07,2
40105,952659,952659,10000,2026-02-25,2
40106,177707,177707,10000,2026-01-10,2
40107,233111,233111,10000,2026-01-29,2
40108,612271,612271,10000,2026-01-26,2
40109,698924,698924,10000,2026-01-06,2
40110,969836,969836,10000,2026-01-10,2
40111,358653,358653,10000,2026-02-27,2
