Claim_ID,Customer_ID,Vehicle_ID,Claim_Amount,Claim_Date,Claim_Type
87,778329,778329,10000,2025-02-20,1
88,507015,507015,10000,2025-06-28,1
89,932286,932286,10000,2025-09-07,1
90,745942,745942,10000,2025-02-06,1
91,878627,878627,10000,2025-12-07,1
92,697169,697169,10000,2025-03-07,1
93,843913,843913,10000,2025-07-21,1
94,800471,800471,10000,2025-02-13,1
95,821534,821534,10000,2025-02-13,1
96,225993,225993,10000,2025-11-21,1
97,298978,298978,10000,2025-09-14,1
98,717516,717516,10000,2025-01-06,1
99,201874,201874,10000,2025-02-27,1
100,299544,299544,10000,2025-04-07,1
101,589990,589990,10000,2025-03-07,1
102,781222,781222,10000,2025-06-07,1
103,802762,802762,10000,2025-01-27,1
104,583870,583870,10000,2025-08-07,1
105,718010,718010,10000,2025-01-20,1
106,704607,704607,10000,2025-11-14,1
107,105995,105995,10000,2025-04-21,1
108,535725,535725,10000,2025-05-21,1
109,949768,949768,10000,2025-01-27,1
110,642706,642706,10000,2025-11-28,1
111,471954,471954,10000,2025-04-07,1
112,683659,683659,10000,2025-02-27,1
113,33980,33980,10000,2025-11-14,1
114,523943,523943,10000,2025-06-07,1
115,506079,506079,10000,2025-07-28,1
116,824050,824050,10000,2025-02-13,1
117,889749,889749,10000,2025-04-21,1
118,409121,409121,10000,2025-12-21,1
119,636873,636873,10000,2025-07-14,1
120,279589,279589,10000,2025-05-21,1
121,408473,408473,10000,2025-09-21,1
122,211764,211764,10000,2025-09-21,1
123,763098,763098,10000,2025-01-06,1
124,550358,550358,10000,2025-08-14,1
125,145571,145571,10000,2025-03-28,1
126,7530,7530,10000,2025-08-21,1
127,68866,68866,10000,2025-10-07,1
128,370584,370584,10000,2025-02-13,1
129,782534,782534,10000,2025-09-21,1
130,115696,115696,10000,2025-07-21,1
131,71034,71034,10000,2025-07-14,1
132,243067,243067,10000,2025-10-14,1
133,19766,19766,10000,2025-07-21,1
134,958686,958686,10000,2025-09-21,1
135,848333,848333,10000,2025-09-21,1
136,129230,129230,10000,2025-05-28,1
137,949689,949689,10000,2025-07-21,1
138,565243,565243,10000,2025-01-27,1
139,706850,706850,10000,2025-05-14,1
140,22575,22575,10000,2025-10-21,1
141,877051,877051,10000,2025-09-28,1
142,217973,217973,10000,2025-09-07,1
143,305189,305189,10000,2025-02-13,1
144,67362,67362,10000,2025-01-27,1
145,552555,552555,10000,2025-03-14,1
146,666587,666587,10000,2025-07-21,1
147,597007,597007,10000,2025-08-28,1
148,58174,58174,10000,2025-11-14,1
149,388076,388076,10000,2025-12-28,1
150,230812,230812,10000,2025-03-14,1
151,774983,774983,10000,2025-09-21,1
152,792544,792544,10000,2025-06-21,1
153,645938,645938,10000,2025-05-21,1
154,688205,688205,10000,2025-05-28,1
155,58807,58807,10000,2025-04-14,1
156,668848,668848,10000,2025-03-21,1
157,314581,314581,10000,2025-03-14,1
158,638128,638128,10000,2025-09-07,1
159,843098,843098,10000,2025-03-28,1
160,281751,281751,10000,2025-09-21,1
161,385522,385522,10000,2025-01-06,1
162,487915,487915,10000,2025-01-06,1
163,571495,571495,10000,2025-08-14,1
164,867009,867009,10000,2025-07-28,1
165,943688,943688,10000,2025-07-21,1
166,966591,966591,10000,2025-07-21,1
167,990368,990368,10000,2025-03-21,1
168,211457,211457,10000,2025-05-21,1
169,746475,746475,10000,2025-04-28,1
170,620923,620923,10000,2025-07-28,1
171,59672,59672,10000,2025-01-20,1
172,708281,708281,10000,2025-02-06,1
173,175128,175128,10000,2025-08-14,1
174,222610,222610,10000,2025-09-14,1
175,979341,979341,10000,2025-01-27,1
176,859865,859865,10000,2025-11-07,1
177,566717,566717,10000,2025-05-14,1
178,882020,882020,10000,2025-09-07,1
179,59624,59624,10000,2025-07-14,1
180,941839,941839,10000,2025-02-06,1
181,859766,859766,10000,2025-08-14,1
182,912856,912856,10000,2025-07-07,1
183,966419,966419,10000,2025-02-20,1
184,334187,334187,10000,2025-09-28,1
185,284639,284639,10000,2025-01-20,1
186,88361,88361,10000,2025-09-07,1
187,938877,938877,10000,2025-04-07,1
188,474931,474931,10000,2025-01-13,1
189,533394,533394,10000,2025-08-14,1
190,185570,185570,10000,2025-07-07,1
191,80463,80463,10000,2025-09-28,1
192,424827,424827,10000,2025-11-28,1
193,384254,384254,10000,2025-06-21,1
194,792815,792815,10000,2025-06-14,1
195,996454,996454,10000,2025-03-21,1
196,435088,435088,10000,2025-09-14,1
197,579291,579291,10000,2025-12-07,1
198,32918,32918,10000,2025-10-07,1
199,569529,569529,10000,2025-05-07,1
200,13256,13256,10000,2025-04-14,1
201,729652,729652,10000,2025-12-21,1
202,605743,605743,10000,2025-11-28,1
203,8704,8704,10000,2025-05-07,1
204,929829,929829,10000,2025-11-28,1
205,215457,215457,10000,2025-11-14,1
206,930944,930944,10000,2025-02-27,1
207,660484,660484,10000,2025-11-21,1
208,414248,414248,10000,2025-09-28,1
209,988055,988055,10000,2025-08-14,1
210,483323,483323,10000,2025-01-27,1
211,813149,813149,10000,2025-09-21,1
212,416902,416902,10000,2025-10-07,1
213,256756,256756,10000,2025-04-07,1
214,772455,772455,10000,2025-04-14,1
215,594323,594323,10000,2025-08-21,1
216,784635,784635,10000,2025-10-14,1
217,478984,478984,10000,2025-01-06,1
218,224034,224034,10000,2025-01-20,1
219,624783,624783,10000,2025-07-07,1
220,270557,270557,10000,2025-11-07,1
221,52134,52134,10000,2025-03-28,1
222,828141,828141,10000,2025-10-28,1
223,893626,893626,10000,2025-02-13,1
224,968545,968545,10000,2025-08-28,1
225,851450,851450,10000,2025-02-13,1
226,935796,935796,10000,2025-02-27,1
227,942405,942405,10000,2025-03-14,1
228,439043,439043,10000,2025-11-21,1
229,142400,142400,10000,2025-11-14,1
230,241995,241995,10000,2025-09-07,1
231,814963,814963,10000,2025-01-13,1
232,803716,803716,10000,2025-03-28,1
233,363145,363145,10000,2025-08-21,1
234,239806,239806,10000,2025-11-14,1
235,853914,853914,10000,2025-04-28,1
236,807446,807446,10000,2025-11-21,1
237,267200,267200,10000,2025-10-07,1
238,398075,398075,10000,2025-12-21,1
239,72382,72382,10000,2025-01-13,1
240,705045,705045,10000,2025-06-07,1
241,506543,506543,10000,2025-05-28,1
242,30542,30542,10000,2025-01-13,1
243,578644,578644,10000,2025-11-21,1
244,823483,823483,10000,2025-10-21,1
245,184594,184594,10000,2025-12-14,1
246,114361,114361,10000,2025-05-14,1
247,615345,615345,10000,2025-09-14,1
248,175235,175235,10000,2025-12-21,1
249,685641,685641,10000,2025-06-28,1
250,299448,299448,10000,2025-03-21,1
251,597156,597156,10000,2025-03-21,1
252,773889,773889,10000,2025-09-28,1
253,699561,699561,10000,2025-12-28,1
254,385220,385220,10000,2025-05-21,1
255,880344,880344,10000,2025-05-14,1
256,499721,499721,10000,2025-06-14,1
257,534869,534869,10000,2025-12-14,1
258,868063,868063,10000,2025-06-21,1
259,607468,607468,10000,2025-05-21,1
260,237188,237188,10000,2025-02-06,1
261,397946,397946,10000,2025-03-28,1
262,234985,234985,10000,2025-05-14,1
263,567319,567319,10000,2025-10-07,1
264,708829,708829,10000,2025-02-20,1
265,694715,694715,10000,2025-07-28,1
266,550386,550386,10000,2025-12-21,1
267,427122,427122,10000,2025-03-28,1
268,651699,651699,10000,2025-03-14,1
269,800645,800645,10000,2025-11-14,1
270,887745,887745,10000,2025-10-07,1
271,20050,20050,10000,2025-06-21,1
272,327875,327875,10000,2025-03-28,1
273,119302,119302,10000,2025-07-21,1
274,121421,121421,10000,2025-06-21,1
275,703858,703858,10000,2025-11-28,1
276,340266,340266,10000,2025-09-21,1
277,500952,500952,10000,2025-08-07,1
278,906558,906558,10000,2025-04-07,1
279,526817,526817,10000,2025-01-20,1
280,626129,626129,10000,2025-08-28,1
281,412967,412967,10000,2025-04-07,1
282,667894,667894,10000,2025-06-14,1
283,693014,693014,10000,2025-07-28,1
284,267794,267794,10000,2025-03-07,1
285,935753,935753,10000,2025-02-27,1
286,651021,651021,10000,2025-09-07,1
287,857288,857288,10000,2025-09-07,1
288,802224,802224,10000,2025-10-28,1
289,790780,790780,10000,2025-07-14,1
290,965833,965833,10000,2025-01-20,1
291,911520,911520,10000,2025-02-13,1
292,701485,701485,10000,2025-08-21,1
293,832268,832268,10000,2025-10-28,1
294,922657,922657,10000,2025-04-28,1
295,497369,497369,10000,2025-08-14,1
296,467175,467175,10000,2025-06-28,1
297,939476,939476,10000,2025-07-21,1
298,682138,682138,10000,2025-10-14,1
299,630716,630716,10000,2025-09-21,1
300,647004,647004,10000,2025-07-14,1
301,798730,798730,10000,2025-02-20,1
302,721102,721102,10000,2025-12-14,1
303,461462,461462,10000,2025-07-28,1
304,538069,538069,10000,2025-02-27,1
305,790864,790864,10000,2025-01-13,1
306,17818,17818,10000,2025-04-14,1
307,440506,440506,10000,2025-12-21,1
308,547333,547333,10000,2025-06-28,1
309,238265,238265,10000,2025-07-21,1
310,138147,138147,10000,2025-10-28,1
311,484744,484744,10000,2025-03-28,1
312,457112,457112,10000,2025-01-13,1
313,930292,930292,10000,2025-08-07,1
314,294475,294475,10000,2025-07-21,1
315,970622,970622,10000,2025-10-21,1
316,375183,375183,10000,2025-09-14,1
317,628821,628821,10000,2025-12-07,1
318,761139,761139,10000,2025-03-28,1
319,265828,265828,10000,2025-10-21,1
320,885719,885719,10000,2025-02-06,1
321,23813,23813,10000,2025-03-07,1
322,469750,469750,10000,2025-08-21,1
323,720374,720374,10000,2025-10-21,1
324,783335,783335,10000,2025-04-14,1
325,434905,434905,10000,2025-11-21,1
326,540147,540147,10000,2025-11-07,1
327,614354,614354,10000,2025-11-28,1
328,13932,13932,10000,2025-09-28,1
329,294599,294599,10000,2025-12-14,1
330,449959,449959,10000,2025-07-14,1
331,732627,732627,10000,2025-02-13,1
332,680186,680186,10000,2025-02-27,1
333,350599,350599,10000,2025-05-28,1
334,191526,191526,10000,2025-04-21,1
335,536278,536278,10000,2025-04-21,1
336,285026,285026,10000,2025-11-21,1
337,853559,853559,10000,2025-04-14,1
338,914941,914941,10000,2025-05-21,1
339,132305,132305,10000,2025-04-21,1
340,681897,681897,10000,2025-03-07,1
341,697042,697042,10000,2025-03-07,1
342,275821,275821,10000,2025-05-14,1
343,765201,765201,10000,2025-01-13,1
344,710004,710004,10000,2025-02-27,1
345,66178,66178,10000,2025-04-21,1
346,229726,229726,10000,2025-02-13,1
347,924766,924766,10000,2025-03-28,1
348,176271,176271,10000,2025-10-28,1
349,402566,402566,10000,2025-01-13,1
350,959911,959911,10000,2025-07-07,1
351,232320,232320,10000,2025-11-07,1
352,252954,252954,10000,2025-12-21,1
353,143897,143897,10000,2025-07-07,1
354,699454,699454,10000,2025-01-06,1
355,728454,728454,10000,2025-04-21,1
356,912116,912116,10000,2025-06-07,1
357,986396,986396,10000,2025-09-21,1
358,426897,426897,10000,2025-03-28,1
359,537762,537762,10000,2025-04-07,1
360,949970,949970,10000,2025-01-06,1
361,494509,494509,10000,2025-12-28,1
362,885879,885879,10000,2025-10-07,1
363,872973,872973,10000,2025-05-28,1
364,269918,269918,10000,2025-10-28,1
365,192389,192389,10000,2025-09-14,1
366,660825,660825,10000,2025-12-07,1
367,828886,828886,10000,2025-01-13,1
368,59208,59208,10000,2025-10-07,1
369,590414,590414,10000,2025-11-07,1
370,190584,190584,10000,2025-04-07,1
371,428303,428303,10000,2025-06-28,1
372,263843,263843,10000,2025-10-14,1
373,815386,815386,10000,2025-05-14,1
374,846986,846986,10000,2025-10-07,1
375,357222,357222,10000,2025-10-21,1
376,419744,419744,10000,2025-05-07,1
377,135515,135515,10000,2025-02-27,1
378,699017,699017,10000,2025-06-28,1
379,33001,33001,10000,2025-01-27,1
380,709495,709495,10000,2025-12-28,1
381,213221,213221,10000,2025-10-28,1
382,878758,878758,10000,2025-10-28,1
383,740726,740726,10000,2025-04-21,1
384,440747,440747,10000,2025-02-13,1
385,994573,994573,10000,2025-11-14,1
386,162739,162739,10000,2025-02-27,1
387,529131,529131,10000,2025-03-14,1
388,384747,384747,10000,2025-11-07,1
389,960778,960778,10000,2025-08-07,1
390,130858,130858,10000,2025-07-14,1
391,687832,687832,10000,2025-02-13,1
392,911153,911153,10000,2025-07-14,1
393,931667,931667,10000,2025-11-07,1
394,249508,249508,10000,2025-05-07,1
395,808099,808099,10000,2025-12-28,1
396,685944,685944,10000,2025-04-07,1
397,912663,912663,10000,2025-04-28,1
398,235283,235283,10000,2025-08-14,1
399,452931,452931,10000,2025-04-28,1
400,486679,486679,10000,2025-06-07,1
401,176588,176588,10000,2025-12-07,1
402,692451,692451,10000,2025-10-14,1
403,12219,12219,10000,2025-10-28,1
404,924361,924361,10000,2025-04-07,1
405,539786,539786,10000,2025-10-14,1
406,617820,617820,10000,2025-09-07,1
407,909930,909930,10000,2025-05-07,1
408,648504,648504,10000,2025-12-14,1
409,49935,49935,10000,2025-07-21,1
410,970248,970248,10000,2025-10-14,1
411,49294,49294,10000,2025-04-14,1
412,956324,956324,10000,2025-01-27,1
413,432619,432619,10000,2025-09-21,1
414,786111,786111,10000,2025-08-14,1
415,995941,995941,10000,2025-07-14,1
416,223175,223175,10000,2025-05-14,1
417,529682,529682,10000,2025-12-28,1
418,597813,597813,10000,2025-11-28,1
419,810730,810730,10000,2025-02-20,1
420,511231,511231,10000,2025-05-14,1
421,488857,488857,10000,2025-12-07,1
422,343164,343164,10000,2025-02-06,1
423,843175,843175,10000,2025-04-07,1
424,16787,16787,10000,2025-10-28,1
425,428251,428251,10000,2025-05-28,1
426,675696,675696,10000,2025-07-28,1
427,261935,261935,10000,2025-05-07,1
428,781613,781613,10000,2025-10-07,1
429,292035,292035,10000,2025-01-27,1
430,977050,977050,10000,2025-12-28,1
431,864824,864824,10000,2025-08-28,1
432,127774,127774,10000,2025-02-27,1
433,648965,648965,10000,2025-01-27,1
434,287619,287619,10000,2025-02-27,1
435,619855,619855,10000,2025-08-28,1
436,110738,110738,10000,2025-02-27,1
437,942436,942436,10000,2025-02-06,1
438,402755,402755,10000,2025-06-14,1
439,855052,855052,10000,2025-12-14,1
440,659020,659020,10000,2025-09-28,1
441,152744,152744,10000,2025-04-28,1
442,345270,345270,10000,2025-02-13,1
443,463797,463797,10000,2025-02-27,1
444,27772,27772,10000,2025-03-28,1
445,435705,435705,10000,2025-09-21,1
446,417069,417069,10000,2025-11-21,1
447,699682,699682,10000,2025-10-28,1
448,406742,406742,10000,2025-02-27,1
449,832773,832773,10000,2025-09-14,1
450,894932,894932,10000,2025-03-14,1
451,567099,567099,10000,2025-02-06,1
452,929386,929386,10000,2025-03-14,1
453,98427,98427,10000,2025-01-06,1
454,954227,954227,10000,2025-06-14,1
455,92067,92067,10000,2025-06-21,1
456,302379,302379,10000,2025-10-14,1
457,516709,516709,10000,2025-01-06,1
458,942532,942532,10000,2025-03-21,1
459,4400,4400,10000,2025-04-28,1
460,591920,591920,10000,2025-02-06,1
461,724952,724952,10000,2025-10-07,1
462,128714,128714,10000,2025-07-14,1
463,910169,910169,10000,2025-11-21,1
464,289702,289702,10000,2025-01-27,1
465,481209,481209,10000,2025-10-07,1
466,703025,703025,10000,2025-04-28,1
467,792500,792500,10000,2025-12-07,1
468,893430,893430,10000,2025-12-21,1
469,95672,95672,10000,2025-03-14,1
470,392527,392527,10000,2025-08-28,1
471,810434,810434,10000,2025-06-14,1
472,45592,45592,10000,2025-10-28,1
473,142555,142555,10000,2025-02-13,1
474,829689,829689,10000,2025-12-28,1
475,767636,767636,10000,2025-10-07,1
476,631455,631455,10000,2025-04-28,1
477,899189,899189,10000,2025-12-21,1
478,635002,635002,10000,2025-04-21,1
479,885716,885716,10000,2025-05-21,1
480,19573,19573,10000,2025-02-27,1
481,765803,765803,10000,2025-10-21,1
482,480349,480349,10000,2025-07-28,1
483,866650,866650,10000,2025-01-20,1
484,670458,670458,10000,2025-08-21,1
485,968252,968252,10000,2025-01-20,1
486,643827,643827,10000,2025-01-06,1
487,12697,12697,10000,2025-10-21,1
488,474546,474546,10000,2025-02-06,1
489,34972,34972,10000,2025-03-28,1
490,513821,513821,10000,2025-03-14,1
491,214086,214086,10000,2025-03-07,1
492,770400,770400,10000,2025-03-21,1
493,272562,272562,10000,2025-10-07,1
494,200992,200992,10000,2025-08-14,1
495,275984,275984,10000,2025-05-14,1
496,818346,818346,10000,2025-01-06,1
497,783814,783814,10000,2025-01-20,1
498,853562,853562,10000,2025-04-07,1
499,171485,171485,10000,2025-07-07,1
500,650743,650743,10000,2025-12-14,1
501,480687,480687,10000,2025-03-07,1
502,826007,826007,10000,2025-09-21,1
503,885490,885490,10000,2025-10-21,1
504,670979,670979,10000,2025-02-06,1
505,829324,829324,10000,2025-04-21,1
506,261871,261871,10000,2025-04-21,1
507,753603,753603,10000,2025-12-14,1
508,887695,887695,10000,2025-05-07,1
509,445493,445493,10000,2025-09-28,1
510,924821,924821,10000,2025-11-28,1
511,921374,921374,10000,2025-02-20,1
512,199260,199260,10000,2025-11-14,1
513,700059,700059,10000,2025-09-14,1
514,244654,244654,10000,2025-01-06,1
515,212325,212325,10000,2025-11-28,1
516,369314,369314,10000,2025-11-28,1
517,6879,6879,10000,2025-11-07,1
518,409351,409351,10000,2025-12-14,1
519,657960,657960,10000,2025-04-21,1
520,402713,402713,10000,2025-05-14,1
521,215989,215989,10000,2025-12-07,1
522,43767,43767,10000,2025-04-28,1
523,162060,162060,10000,2025-11-14,1
524,683066,683066,10000,2025-06-21,1
525,467710,467710,10000,2025-02-20,1
526,511090,511090,10000,2025-03-28,1
527,634176,634176,10000,2025-01-20,1
528,317491,317491,10000,2025-11-28,1
529,81394,81394,10000,2025-04-28,1
530,2438,2438,10000,2025-06-28,1
531,970808,970808,10000,2025-09-28,1
532,647978,647978,10000,2025-06-21,1
533,772504,772504,10000,2025-08-28,1
534,43962,43962,10000,2025-01-20,1
535,969065,969065,10000,2025-05-14,1
536,378644,378644,10000,2025-10-28,1
537,2394,2394,10000,2025-11-21,1
538,96900,96900,10000,2025-06-07,1
539,382462,382462,10000,2025-03-21,1
540,335081,335081,10000,2025-05-21,1
541,504627,504627,10000,2025-03-28,1
542,509400,509400,10000,2025-06-14,1
543,453571,453571,10000,2025-01-06,1
544,263359,263359,10000,2025-09-07,1
545,77119,77119,10000,2025-12-28,1
546,546113,546113,10000,2025-04-07,1
547,312720,312720,10000,2025-01-06,1
548,423014,423014,10000,2025-02-06,1
549,230473,230473,10000,2025-03-28,1
550,832204,832204,10000,2025-04-14,1
551,266303,266303,10000,2025-03-07,1
552,189876,189876,10000,2025-11-14,1
553,271414,271414,10000,2025-07-21,1
554,512138,512138,10000,2025-07-28,1
555,344174,344174,10000,2025-06-14,1
556,383343,383343,10000,2025-12-07,1
557,72246,72246,10000,2025-09-28,1
558,652570,652570,10000,2025-09-21,1
559,618665,618665,10000,2025-03-21,1
560,385060,385060,10000,2025-12-14,1
561,222125,222125,10000,2025-03-28,1
562,269791,269791,10000,2025-09-07,1
563,177430,177430,10000,2025-03-14,1
564,684206,684206,10000,2025-02-13,1
565,235526,235526,10000,2025-05-14,1
566,966214,966214,10000,2025-07-07,1
567,561690,561690,10000,2025-09-07,1
568,349348,349348,10000,2025-04-14,1
569,542519,542519,10000,2025-07-07,1
570,789375,789375,10000,2025-02-13,1
571,625631,625631,10000,2025-11-28,1
572,59794,59794,10000,2025-10-28,1
573,211942,211942,10000,2025-08-21,1
574,359181,359181,10000,2025-11-07,1
575,2470,2470,10000,2025-12-21,1
576,942663,942663,10000,2025-10-21,1
577,964020,964020,10000,2025-09-28,1
578,221043,221043,10000,2025-04-14,1
579,339452,339452,10000,2025-05-07,1
580,947054,947054,10000,2025-08-14,1
581,272723,272723,10000,2025-07-28,1
582,458512,458512,10000,2025-08-28,1
583,259278,259278,10000,2025-07-21,1
584,948128,948128,10000,2025-09-07,1
585,452760,452760,10000,2025-10-28,1
586,994176,994176,10000,2025-05-28,1
587,457081,457081,10000,2025-02-20,1
588,756091,756091,10000,2025-09-14,1
589,4199,4199,10000,2025-07-28,1
590,391513,391513,10000,2025-07-28,1
591,4892,4892,10000,2025-08-21,1
592,359548,359548,10000,2025-04-28,1
593,566039,566039,10000,2025-04-28,1
594,93449,93449,10000,2025-12-21,1
595,700883,700883,10000,2025-06-14,1
596,430162,430162,10000,2025-08-21,1
597,412644,412644,10000,2025-11-07,1
598,894697,894697,10000,2025-12-28,1
599,739600,739600,10000,2025-12-14,1
600,645146,645146,10000,2025-08-14,1
601,566693,566693,10000,2025-02-06,1
602,628625,628625,10000,2025-07-21,1
603,925569,925569,10000,2025-11-21,1
604,985290,985290,10000,2025-02-27,1
605,105447,105447,10000,2025-12-14,1
606,661241,661241,10000,2025-08-28,1
607,633627,633627,10000,2025-12-14,1
608,46787,46787,10000,2025-08-14,1
609,296401,296401,10000,2025-10-28,1
610,582947,582947,10000,2025-05-21,1
611,174826,174826,10000,2025-01-13,1
612,396901,396901,10000,2025-10-14,1
613,785067,785067,10000,2025-09-14,1
614,709896,709896,10000,2025-05-21,1
615,432190,432190,10000,2025-05-21,1
616,553572,553572,10000,2025-01-27,1
617,466215,466215,10000,2025-05-14,1
618,948909,948909,10000,2025-07-14,1
619,984700,984700,10000,2025-02-13,1
620,797491,797491,10000,2025-11-14,1
621,300423,300423,10000,2025-02-20,1
622,893463,893463,10000,2025-08-14,1
623,951908,951908,10000,2025-03-21,1
624,680626,680626,10000,2025-07-21,1
625,704253,704253,10000,2025-02-20,1
626,213373,213373,10000,2025-02-27,1
627,507944,507944,10000,2025-12-21,1
628,521694,521694,10000,2025-04-14,1
629,133025,133025,10000,2025-12-07,1
630,66018,66018,10000,2025-10-07,1
631,609074,609074,10000,2025-12-07,1
632,103320,103320,10000,2025-08-07,1
633,156230,156230,10000,2025-08-07,1
634,942916,942916,10000,2025-01-27,1
635,19562,19562,10000,2025-12-14,1
636,135852,135852,10000,2025-12-21,1
637,63638,63638,10000,2025-05-21,1
638,342353,342353,10000,2025-11-07,1
639,704409,704409,10000,2025-10-14,1
640,85851,85851,10000,2025-03-28,1
641,543753,543753,10000,2025-12-21,1
642,260888,260888,10000,2025-05-21,1
643,816528,816528,10000,2025-12-14,1
644,304868,304868,10000,2025-08-28,1
645,695618,695618,10000,2025-02-13,1
646,736579,736579,10000,2025-04-21,1
647,809271,809271,10000,2025-08-14,1
648,437268,437268,10000,2025-10-07,1
649,7434,7434,10000,2025-02-20,1
650,398574,398574,10000,2025-05-28,1
651,604932,604932,10000,2025-07-14,1
652,575334,575334,10000,2025-06-28,1
653,259375,259375,10000,2025-09-28,1
654,908856,908856,10000,2025-07-14,1
655,251608,251608,10000,2025-08-21,1
656,727272,727272,10000,2025-04-21,1
657,221244,221244,10000,2025-05-28,1
658,163044,163044,10000,2025-12-21,1
659,664446,664446,10000,2025-01-13,1
660,776722,776722,10000,2025-02-06,1
661,434903,434903,10000,2025-07-07,1
662,727077,727077,10000,2025-12-28,1
663,560727,560727,10000,2025-08-07,1
664,663714,663714,10000,2025-02-27,1
665,802073,802073,10000,2025-01-06,1
666,991993,991993,10000,2025-10-21,1
667,547100,547100,10000,2025-05-14,1
668,124269,124269,10000,2025-03-21,1
669,358293,358293,10000,2025-02-20,1
670,464844,464844,10000,2025-03-14,1
671,213501,213501,10000,2025-12-28,1
672,230932,230932,10000,2025-03-28,1
673,337576,337576,10000,2025-02-06,1
674,946303,946303,10000,2025-12-21,1
675,933852,933852,10000,2025-08-14,1
676,113902,113902,10000,2025-02-27,1
677,312611,312611,10000,2025-06-07,1
678,462467,462467,10000,2025-10-14,1
679,574228,574228,10000,2025-09-21,1
680,429489,429489,10000,2025-12-14,1
681,731264,731264,10000,2025-04-14,1
682,346769,346769,10000,2025-08-28,1
683,492373,492373,10000,2025-04-21,1
684,876,876,10000,2025-10-28,1
685,271544,271544,10000,2025-03-14,1
686,134455,134455,10000,2025-08-21,1
687,625486,625486,10000,2025-02-13,1
688,282157,282157,10000,2025-10-21,1
689,371680,371680,10000,2025-01-27,1
690,29376,29376,10000,2025-01-13,1
691,730515,730515,10000,2025-04-21,1
692,302999,302999,10000,2025-10-21,1
693,936977,936977,10000,2025-08-21,1
694,268182,268182,10000,2025-01-27,1
695,698753,698753,10000,2025-11-28,1
